debug: Token file: ./pytorch.token
debug: Read dummy DCAP token
debug: enclave created:
debug:     base:           0x0000000000000000
debug:     size:           0x0000000400000000
debug:     misc_select:    0x00000000
debug:     attr.flags:     0x0000000000000005
debug:     attr.xfrm:      0x00000000000000e7
debug:     ssa_frame_size: 4
debug:     isv_prod_id:    0x00000000
debug:     isv_svn:        0x00000000
debug: adding pages to enclave: 0x3ffc44000-0x400000000 [REG:R--] (manifest) measured
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/typing.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f2d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03f330) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f680) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d98361a0, 0x10d63) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x10d62
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9846f02, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9618000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9598000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9558000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9518000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d94d8000
[P1:T1:python3.8] trace: ---- shim_munmap(0x1d9558000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x1d9598000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x1d9618000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/typing.py", 0x1da03f3f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03ef70) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/typing.cpython-38.pyc.7946415552'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/typing.cpython-38.pyc.7946415552", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections", 0x1da03df30) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections", 0x1da03dba0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections", 0x1da03e280) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/collections", O_RDONLY|0x90800, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_newfstatat(3, "", 0x1da03e150, 4096) = 0x0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x1d9868e40, 0x8000) = 0xb0
[P1:T1:python3.8] trace: ---- shim_getdents64(3, 0x1d9868e40, 0x8000) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections/abc.py", 0x1da03df60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections/abc.py", 0x1da03e760) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/collections/__pycache__/abc.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9755050, 0xc0) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xbf
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d975510f, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/collections/abc.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9754b40, 0x45) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x44
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9754b84, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections/abc.py", 0x1da03e5d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/collections/__pycache__", 0x1da03e150) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/collections/__pycache__/abc.cpython-38.pyc.7943310224'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/collections/__pycache__/abc.cpython-38.pyc.7943310224", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03f0a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03f0a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/traceback.py", 0x1da03ed80) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/traceback.py", 0x1da03f580) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/traceback.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f2d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03f330) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f680) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9bfe2d0, 0x4de3) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x4de2
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9c030b2, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/traceback.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f2d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03f330) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f680) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9827fc0, 0x5c3c) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x5c3b
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d982dbfb, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/traceback.py", 0x1da03f3f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03ef70) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/traceback.cpython-38.pyc.7943310112'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/traceback.cpython-38.pyc.7943310112", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03e280) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03e280) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/linecache.py", 0x1da03df60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/linecache.py", 0x1da03e760) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/linecache.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d97f2fa0, 0xf1c) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xf1b
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d97f3ebb, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/linecache.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d97eecf0, 0x14d3) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x14d2
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d97f01c2, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/linecache.py", 0x1da03e5d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03e150) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/linecache.cpython-38.pyc.7943307312'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/linecache.cpython-38.pyc.7943307312", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03d460) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03d460) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tokenize.py", 0x1da03d140) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tokenize.py", 0x1da03d940) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/tokenize.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03d690) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03d6f0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03da40) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9bfe2d0, 0x4309) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x4308
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9c025d8, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/tokenize.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03d690) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03d6f0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03da40) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9868e30, 0x64f2) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x64f1
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d986f321, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tokenize.py", 0x1da03d7b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03d330) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/tokenize.cpython-38.pyc.7943308208'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/tokenize.cpython-38.pyc.7943308208", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03c640) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03c640) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/token.py", 0x1da03c320) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/token.py", 0x1da03cb20) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/token.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03c870) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03c8d0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03cc20) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d98783c0, 0x9b6) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x9b5
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9878d75, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/token.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03c870) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03c8d0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03cc20) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9b27280, 0x941) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x940
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9b27bc0, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/token.py", 0x1da03c990) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03c510) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/token.cpython-38.pyc.7943309440'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/token.cpython-38.pyc.7943309440", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch", 0x1da03fec0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/_utils_internal.py", 0x1da03fba0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/home/azureuser/.local/lib/python3.8/site-packages/torch/_utils_internal.py", 0x1da0403a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/home/azureuser/.local/lib/python3.8/site-packages/torch/__pycache__/_utils_internal.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da0400f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da040150) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da0404a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9c017d0, 0x551) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x550
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9c01d20, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03f0a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03f0a0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tempfile.py", 0x1da03ed80) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tempfile.py", 0x1da03f580) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/tempfile.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f2d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03f330) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f680) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9868e30, 0x6755) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x6754
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d986f584, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/tempfile.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f2d0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03f330) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03f680) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d986f5b0, 0x7f7c) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x7f7b
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d987752b, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/tempfile.py", 0x1da03f3f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/__pycache__", 0x1da03ef70) = 0x0
warning: Disallowing access to file '/usr/lib/python3.8/__pycache__/tempfile.cpython-38.pyc.7943309440'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/tempfile.cpython-38.pyc.7943309440", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/", 0x1da03e280) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8", 0x1da03e280) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/shutil.py", 0x1da03df60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3.8/shutil.py", 0x1da03e760) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/__pycache__/shutil.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d985bb60, 0x9164) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x9163
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9864cc3, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3.8/shutil.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e4b0) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da03e510) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da03e860) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9868e30, 0xc913) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0xc912
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1d9875742, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9618000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x1d9598000
[P1:T1:python3.8] trace: ---- shim_munmap(0x1d9598000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
